#번호	종류	자리수	예산	예시위치	JP	KO
329	ui	1	167	/1_SRPG.BIN@520468	ドラグーン国王の近衛部隊“竜騎士団”の若き騎士です。\nドラゴンのすがたに変わることができる“竜変化”という特殊能力をそなえており、戦場ではその力を余す所なく発揮します。	
330	ui	1	131	/1_SRPG.BIN@520636	魔法書に見受けられる“伝説の魔導士”ではとのウワサが高い魔法使いです。\nその真偽はともかく、たしかに絶大な魔力を有しているようです。	
331	ui	1	151	/1_SRPG.BIN@520768	世間をさわがせている“快盗ナイトバード”の正体が彼です。\nその見事な“盗み”のテクニックは、戦場においても、さまざまな方面で威力を発揮することでしょう。	
332	ui	1	173	/1_SRPG.BIN@520920	海賊船“ガルーダ号”の船長をつとめる女海賊です。彼女の過去を知る者はいませんが、貴族の出身ではというウワサもあります。\n戦場では自ら武器をとり、男顔負けの戦いぶりを見せます。	
333	ui	1	168	/1_SRPG.BIN@521096	ロッサム国にねむる神殿跡で、ずっと番をつづけていた巨人です。\n時の流れに取り残され、いまでは言葉を通わすこともできなくなっています。\n腕っぷしの強さがたのもしい戦士です。	
334	ui	1	30	/1_SRPG.BIN@521268	あ い う え お　か き く け こ	
335	ui	1	30	/1_SRPG.BIN@521300	さ し す せ そ　た ち つ て と	
336	ui	1	30	/1_SRPG.BIN@521332	な に ぬ ね の　は ひ ふ へ ほ	
337	ui	1	30	/1_SRPG.BIN@521364	ま み む め も　や ゆ よ わ ん	
338	ui	1	30	/1_SRPG.BIN@521396	ら り る れ ろ　が ぎ ぐ げ ご	
339	ui	1	30	/1_SRPG.BIN@521428	ざ じ ず ぜ ぞ　だ ぢ づ で ど	
340	ui	1	30	/1_SRPG.BIN@521460	ば び ぶ べ ぼ　ぁ ぃ ぅ ぇ ぉ	
341	ui	1	30	/1_SRPG.BIN@521492	ゃ ゅ ょ っ ー　ぱ ぴ ぷ ぺ ぽ	
342	ui	1	30	/1_SRPG.BIN@521524	を 　 。 、 Ａ　Ｂ Ｃ Ｄ Ｅ Ｆ	
343	ui	1	30	/1_SRPG.BIN@521556	Ｇ Ｈ Ｉ Ｊ Ｋ　Ｌ Ｍ Ｎ Ｏ Ｐ	
344	ui	1	30	/1_SRPG.BIN@521588	Ｑ Ｒ Ｓ Ｔ Ｕ　Ｖ Ｗ Ｘ Ｙ Ｚ	
345	ui	1	29	/1_SRPG.BIN@521620	　 カタカナ   　もどる   終了	
346	ui	1	30	/1_SRPG.BIN@521652	ア イ ウ エ オ　カ キ ク ケ コ	
347	ui	1	30	/1_SRPG.BIN@521684	サ シ ス セ ソ　タ チ ツ テ ト	
348	ui	1	30	/1_SRPG.BIN@521716	ナ ニ ヌ ネ ノ　ハ ヒ フ ヘ ホ	
349	ui	1	30	/1_SRPG.BIN@521748	マ ミ ム メ モ　ヤ ユ ヨ ワ ン	
350	ui	1	30	/1_SRPG.BIN@521780	ラ リ ル レ ロ　ガ ギ グ ゲ ゴ	
351	ui	1	30	/1_SRPG.BIN@521812	ザ ジ ズ ゼ ゾ　ダ ヂ ヅ デ ド	
352	ui	1	30	/1_SRPG.BIN@521844	バ ビ ブ ベ ボ　ァ ィ ゥ ェ ォ	
353	ui	1	30	/1_SRPG.BIN@521876	ャ ュ ョ ッ ー　パ ピ プ ペ ポ	
354	ui	1	30	/1_SRPG.BIN@521908	ヲ ヴ ？ ！ ・　． ＋ － ＊ ／	
355	ui	1	30	/1_SRPG.BIN@521940	１ ２ ３ ４ ５　６ ７ ８ ９ ０	
356	ui	1	30	/1_SRPG.BIN@521972	一 二 三 四 五　六 七 八 九 十	
357	ui	1	29	/1_SRPG.BIN@522004	　 ひらがな   　もどる   終了	
358	ui	1	6	/1_SRPG.BIN@522100	登坂力	
359	ui	1	4	/1_SRPG.BIN@522144	ＨＰ	
360	ui	1	4	/1_SRPG.BIN@522152	回復	
361	ui	1	4	/1_SRPG.BIN@522160	ＭＰ	
362	ui	1	14	/1_SRPG.BIN@522168	ＨＰ・ＭＰ回復	
363	ui	1	5	/1_SRPG.BIN@522184	%回復	
364	ui	1	14	/1_SRPG.BIN@522192	ステータス回復	
365	ui	1	8	/1_SRPG.BIN@522208	手投げ弾	
366	ui	1	5	/1_SRPG.BIN@522220	ﾎﾟｲﾝﾄ	
367	ui	1	18	/1_SRPG.BIN@522260	いくつ買いますか？	
368	ui	1	18	/1_SRPG.BIN@522280	いくつ売りますか？	
369	ui	1	25	/1_SRPG.BIN@522300	 <＜>　個<＞>（いま　個）	
370	ui	1	6	/1_SRPG.BIN@522376	道具屋	
371	ui	1	6	/1_SRPG.BIN@522384	武器屋	
372	ui	1	6	/1_SRPG.BIN@522392	防具屋	
373	ui	1	6	/1_SRPG.BIN@522400	雑貨屋	
374	ui	1	10	/1_SRPG.BIN@522408	品物を買う	
375	ui	1	10	/1_SRPG.BIN@522420	品物を売る	
376	ui	1	8	/1_SRPG.BIN@522432	店を出る	
377	ui	1	4	/1_SRPG.BIN@522444	はい	
