#번호	종류	자리수	예산	예시위치	JP	KO
48	msg	1	84	/ITEMHELP.MSG@2676	これを身につけることで一度により多くの動作をおこなうことができるようになるでしょう。	
49	msg	1	74	/ITEMHELP.MSG@2764	これを身につけていればその方の行動力を一気に増大させてくれることでしょう。	
50	msg	1	64	/ITEMHELP.MSG@2840	指にはめることで魔法を受けたときのダメージをやわらげてくれます。	
51	msg	1	98	/ITEMHELP.MSG@2908	邪悪な魔法から身を守るのに絶大な効果を発揮するユビワです。ただし、身につけていなければなりません。	
52	msg	1	78	/ITEMHELP.MSG@3012	これを身につけていると坂道をものともせずに進むことができるようになるでしょう。	
53	msg	1	84	/ITEMHELP.MSG@3092	あなたの力を強める武具です。敵により多くのダメージをあたえられるようになるでしょう。	
54	msg	1	74	/ITEMHELP.MSG@3180	あなたの内に秘められた力を引き出すアイテムです。力強さがますことでしょう。	
55	msg	1	78	/ITEMHELP.MSG@3256	うでにはめる武具です。敵から受けるダメージを少しやわらげてくれることでしょう。	
56	msg	1	70	/ITEMHELP.MSG@3336	風の精霊がやどる腕輪です。敵からのダメージをやわらげてくれるでしょう。	
57	msg	1	84	/ITEMHELP.MSG@3408	これを身につけることで戦闘中に眠らされたり、仲間を裏切ったりすることがなくなります。	
58	msg	1	86	/ITEMHELP.MSG@3496	身につけることで、その方だけは戦闘中に混乱をきたしたり、物おじすることがなくなります。	
59	msg	1	60	/ITEMHELP.MSG@3584	これを身につけると精神に効果のある魔法を受けにくくなります。	
60	msg	1	44	/ITEMHELP.MSG@3648	火の魔法に対する守りをかためるアイテムです。	
61	msg	1	32	/ITEMHELP.MSG@3720	クィーンズランド城の牢獄の鍵よ。	
62	msg	1	48	/ITEMHELP.MSG@3788	クィーンズランド城の２Ｆへ上がるのに必要な鍵よ。	
63	msg	1	36	/ITEMHELP.MSG@3840	ドラグーン城の地下で手に入れた鍵よ。	
64	msg	1	88	/ITEMHELP.MSG@3880	いま、あなたがご覧になっている本です。私自身に関してのコメントは控えさせていただきます。	
65	msg	1	42	/ITEMHELP.MSG@3988	神が天地創造のときに用いたと言われる水よ。	
66	msg	1	42	/ITEMHELP.MSG@4032	竜殺しっていうの？　でもただのお酒でしょ？	
67	msg	1	34	/ITEMHELP.MSG@4076	サモサ島の各地で手に入れた宝物よ。	
68	msg	1	98	/ITEMHELP.MSG@4112	村娘がくれたお守りですね。不思議な守りの力を感じます。持っていれば、きっと良いコトがあるでしょう。	
69	msg	1	42	/ITEMHELP.MSG@4212	何かの神像でしょ？何の神様かは知らないわ。	
70	msg	1	28	/ITEMHELP.MSG@4256	何か強い力を感じるけど・・・	
71	msg	1	26	/ITEMHELP.MSG@4288	ロクセリオが使う端末？？？	
72	msg	2	52	/ITEMHELP.MSG@4316	クィーンズランド・パレスで見つけたカギのようですね。	
73	msg	1	92	/ITEMHELP.MSG@4428	ホワイトウィングを呼びよせることができます。なるべく見晴らしのいい場所で用いるべきでしょう。	
74	msg	1	66	/ITEMHELP.MSG@4628	一般的に使われている剣です。これといって目立った特性はありません。	
75	msg	1	78	/ITEMHELP.MSG@4696	実戦用にきたえた剣です。戦闘でうまく使いこなせば大きな効果をもたらすでしょう。	
76	msg	1	88	/ITEMHELP.MSG@4776	聖戦士がもつ剣に似せて作られているようです。全てはあつかう者の技量しだいということです。	
77	msg	1	58	/ITEMHELP.MSG@4868	たいへん大きな剣です。使いこなすには苦労することでしょう。	
78	msg	1	70	/ITEMHELP.MSG@4928	たぐいまれな才能をもつ者にのみ、その所有がゆるされると言われる剣です。	
79	msg	1	68	/ITEMHELP.MSG@5000	軽量化をはかられた剣です。戦闘での効果はあまり期待できないでしょう。	
80	msg	1	74	/ITEMHELP.MSG@5072	その名のとおり所有者の運を高める剣です。武器としての効果もじゅうぶんです。	
81	msg	1	84	/ITEMHELP.MSG@5148	ワーム（虫）に対して特に効果のある剣です。ふだんの武器とするのは、かんがえものです。	
82	msg	1	90	/ITEMHELP.MSG@5236	竜のウロコを斬りさくためにきたえられた特別な剣です。ふだんの武器としても申し分ありません。	
83	msg	1	76	/ITEMHELP.MSG@5328	使用する者の命をすいとると言われるおそろしい剣です。霊的な力を秘めています。	
84	msg	1	74	/ITEMHELP.MSG@5408	使う者の動作をにぶらせてしまいますが、暗黒の力できたえられた強力な剣です。	
85	msg	1	36	/ITEMHELP.MSG@5496	忍者が使用するのに向いている刀です。	
86	msg	1	32	/ITEMHELP.MSG@5536	備前長船の作と言われる名刀です。	
87	msg	1	56	/ITEMHELP.MSG@5572	細身で斬れ味するどく、あつかいやすい刀と言えるでしょう。	
88	msg	1	38	/ITEMHELP.MSG@5632	人斬り包丁と呼ぶにふさわしい妖刀です。	
89	msg	1	52	/ITEMHELP.MSG@5672	古来より、こぞって人々がもとめたと言われる名刀です。	
90	msg	1	74	/ITEMHELP.MSG@5728	神聖な光を刀身からはなつ刀です。所有者に幸運をもたらすとも言われています。	
91	msg	1	36	/ITEMHELP.MSG@5804	雷のごとき一撃を敵にあたえる刀です。	
92	msg	1	78	/ITEMHELP.MSG@5844	この刀によっておわされたキズは、その者を眠りの中にさそいこむと言われています。	
93	msg	1	64	/ITEMHELP.MSG@5924	霊的な力を秘めた刀で、武器としては申し分ない効果が期待できます。	
94	msg	1	84	/ITEMHELP.MSG@5992	内に秘めた暗黒の力がもつ者の行動をにぶらせますが、斬れ味のするどさは見すごせません。	
95	msg	1	82	/ITEMHELP.MSG@6080	強力な刀ですが、手にする者におりたつ魔により正常な判断をうしなってしまうでしょう。	
96	msg	1	32	/ITEMHELP.MSG@6176	一般的に使われる戦闘用の槍です。	
97	msg	1	52	/ITEMHELP.MSG@6212	柄に妖精グランガランのレリーフがほどこされた槍です。	
98	msg	1	84	/ITEMHELP.MSG@6268	長さと多彩な攻撃方法をほこる槍です。うまくあつかえば坂道を進むのも楽になるでしょう。	
99	msg	1	66	/ITEMHELP.MSG@6356	三又の槍です。リーチをいかせる戦場では、絶大な効果が期待できます。	
100	msg	1	74	/ITEMHELP.MSG@6424	めずらしい形状をした槍ですが、うまく使えば坂道を進む手助けともなり得ます。	
101	msg	1	80	/ITEMHELP.MSG@6500	神聖な力につつまれた槍です。敵の魔法から受けるダメージをやわらげる力もあります。	
102	msg	1	50	/ITEMHELP.MSG@6584	あつかいやすさと力強さをかねそなえた聖なる槍です。	
103	msg	1	82	/ITEMHELP.MSG@6636	手にする者を不幸におとしいれる槍ですが、その力強さにひかれる者も少なくありません。	
104	msg	1	80	/ITEMHELP.MSG@6720	悪魔がもたらした槍と言われています。手にするには相当の覚悟を強いられるでしょう。	
105	msg	1	58	/ITEMHELP.MSG@6816	石づくりのハンマーです。効果はあまり期待できないでしょう。	
106	msg	1	66	/ITEMHELP.MSG@6876	戦闘用にしつらえられたハンマーです。そこそこの効果は期待できます。	
107	msg	1	88	/ITEMHELP.MSG@6944	鉄でつくられたハンマーです。使いこなすことができれば、それなりの効果は得られるでしょう。	
108	msg	1	82	/ITEMHELP.MSG@7036	ふだんの武器としても申し分ありませんが、特に虫に対して効果をあらわすハンマーです。	
109	msg	1	72	/ITEMHELP.MSG@7120	がっしりとしたハンマーですが、見た目に反して大変あつかいやすいようです。	
110	msg	1	84	/ITEMHELP.MSG@7196	ハンマーの中では他にならぶもののない力をもっています。霊的な効果も期待できそうです。	
111	msg	1	72	/ITEMHELP.MSG@7284	敵を混乱におとしいれる魔法を先端部にほどこした、めずらしいハンマーです。	
112	msg	1	54	/ITEMHELP.MSG@7372	ごく一般的な弓です。効果はあまり期待できないでしょう。	
113	msg	1	76	/ITEMHELP.MSG@7428	レバーを引いて矢を打ち出す変わった弓です。ふつうの弓より威力はあるようです。	
114	msg	1	86	/ITEMHELP.MSG@7508	猛獣ガジェルのひげを弦に用いためずらしい弓です。霊的な攻撃力を内に秘めているようです。	
115	msg	1	68	/ITEMHELP.MSG@7596	古代ソリトン戦役においてはじめて投入された、弓兵用の強力な長弓です。	
116	msg	1	70	/ITEMHELP.MSG@7668	この弓から打ち出される矢は、時として敵を一撃でしとめる効果を発します。	
117	msg	1	54	/ITEMHELP.MSG@7740	つがえた矢に霊的な力をあたえるといわれる特殊な弓です。	
118	msg	1	78	/ITEMHELP.MSG@7796	ルーンと呼ばれる特殊な言語がきざまれた矢を用いる弓です。霊的な効果を発します。	
119	msg	1	82	/ITEMHELP.MSG@7876	この弓から打ち出された矢は、ときとして相手に心地よい眠りをもたらすことがあります。	
120	msg	1	84	/ITEMHELP.MSG@7960	この弓からはなたれた矢を受けた者は、射手にその心をうばわれてしまうと言われています。	
121	msg	1	76	/ITEMHELP.MSG@8048	聖なる光につつまれた矢で、闇を射ちくだく力があると言われるめずらしい弓です。	
122	msg	1	66	/ITEMHELP.MSG@8128	この弓は、射る者の視界をおおう暗黒の力がほどこされているようです。	
123	msg	1	62	/ITEMHELP.MSG@8196	高い確率で射手みずからの命を奪い取ってしまうおそろしい弓です。	
124	msg	1	78	/ITEMHELP.MSG@8292	その名のとおりカミをとめておくアクセサリーです。女性の方のみご使用になれます。	
125	msg	1	88	/ITEMHELP.MSG@8372	タオの導師が集中力を高めるためにひたいにまいたバンドです。女性の方のみご使用になれます。	
126	msg	1	86	/ITEMHELP.MSG@8464	頭にかぶることで暗黒の力から身を守るはたらきを強めます。女性の方のみご使用になれます。	
127	msg	1	88	/ITEMHELP.MSG@8552	霊的な力で身を守り知性を高めるはたらきをもつかんむりです。女性の方のみご使用になれます。	
128	msg	1	62	/ITEMHELP.MSG@8644	ごく一般的な帽子です。防具としての効果は期待できないでしょう。	
129	msg	1	78	/ITEMHELP.MSG@8708	魔法をお使いになる方のための帽子です。風の精霊があなたを守ってくれるでしょう。	
130	msg	1	76	/ITEMHELP.MSG@8788	魔法をお使いになる方の能力を引き出すために、ガーラン糸でおりこんだ帽子です。	
131	msg	1	82	/ITEMHELP.MSG@8868	魔法使いのための帽子です。魔法に対する術者の集中力を高めるはたらきがあるようです。	
132	msg	1	78	/ITEMHELP.MSG@8952	知性を高めるはたらきをもつ帽子ですが、魔法使いの方以外にはお使いになれません。	
133	msg	1	42	/ITEMHELP.MSG@9032	戦士がかぶる、ごく一般的なヘルメットです。	
134	msg	1	44	/ITEMHELP.MSG@9076	トラキア式と呼ばれる戦士用のヘルメットです。	
135	msg	1	58	/ITEMHELP.MSG@9124	動きやすさに重点をおいてつくられた戦士用のヘルメットです。	
136	msg	1	52	/ITEMHELP.MSG@9184	ガリア戦記にてレブロウ軍兵士が用いたヘルメットです。	
137	msg	1	60	/ITEMHELP.MSG@9240	守りの力を高めることに重点をおかれた戦士用のヘルメットです。	
138	msg	1	58	/ITEMHELP.MSG@9304	軽量の特別せんいで丹念にあみこまれた戦士用ヘルメットです。	
139	msg	1	74	/ITEMHELP.MSG@9364	かつてこの地にて、旅なかばに命をおとした名もなき戦士のかぶとと思われます。	
140	msg	1	60	/ITEMHELP.MSG@9456	重いよろいを身につけることができない魔法使いのための服です。	
141	msg	1	54	/ITEMHELP.MSG@9520	木綿にあつみをもたせて作られた魔法使いのための服です。	
142	msg	1	48	/ITEMHELP.MSG@9576	けものの皮をなめして作られた魔法使い用の服です。	
143	msg	1	40	/ITEMHELP.MSG@9628	魔法をお使いになる方のための軽装服です。	
144	msg	1	46	/ITEMHELP.MSG@9672	霊的な力をふうじこめた魔法使いのための服です。	
145	msg	1	64	/ITEMHELP.MSG@9720	魔法をお使いになる方の知性をいっそう高めるはたらきをもつ服です。	
146	msg	1	62	/ITEMHELP.MSG@9788	魔法をお使いになる方のための軽装服に魔力を封じこめたものです。	
147	msg	1	58	/ITEMHELP.MSG@9852	旅をする女性向けに、防具としてのはたらきをもたせた服です。	
148	msg	1	54	/ITEMHELP.MSG@9912	見た目にこだわる女性のためにデザインされた旅装束です。	
149	msg	1	70	/ITEMHELP.MSG@9968	ありきたりの服装ではあきたらないという女性のためのきらびやかな服です。	
150	msg	1	62	/ITEMHELP.MSG@10040	小さなリングを丹念につなぎ合わせてつくった戦士用のよろいです。	
151	msg	1	76	/ITEMHELP.MSG@10104	魚のウロコの形をした金属片で防具としての効果を高めた戦士のためのよろいです。	
152	msg	1	48	/ITEMHELP.MSG@10184	板状の金属で守りの力を高めた戦士用のよろいです。	
153	msg	1	62	/ITEMHELP.MSG@10236	なめし皮の上に鉄のバンドをはりつけて守りを強化したよろいです。	
154	msg	1	62	/ITEMHELP.MSG@10300	各部の補強にドラゴンのウロコが用いられている戦士用よろいです。	
155	msg	1	52	/ITEMHELP.MSG@10364	ナイトの身をかためる防具として風格のあるよろいです。	
156	msg	1	48	/ITEMHELP.MSG@10420	魔法の攻撃に対する効果を高めた戦士用よろいです。	
157	msg	1	72	/ITEMHELP.MSG@10472	大地の精霊アースの力を受け、魔法に対する力をより高めた戦士用よろいです。	
158	msg	1	54	/ITEMHELP.MSG@10548	僧侶のための服です。防具としての効果は少ないようです。	
159	msg	1	64	/ITEMHELP.MSG@10604	祝典などで着用する紫色の法衣です。僧侶の方のみお使いになれます。	
160	msg	1	76	/ITEMHELP.MSG@10672	魔法に対する守りの効果を高めた法衣で、暗黒の力をも打ち消すと言われています。	
161	msg	1	56	/ITEMHELP.MSG@10752	特別な者にのみその着用がゆるされるという聖なる法衣です。	
162	msg	1	56	/ITEMHELP.MSG@10824	武器をもたない方の手にはめて利き手を守るための防具です。	
163	msg	1	76	/ITEMHELP.MSG@10884	なめした皮を用いているため、ふつうのグローブよりは効果を期待できるでしょう。	
164	msg	1	58	/ITEMHELP.MSG@10964	金属片を指の動きに対応できるようはり合わせたグローブです。	
165	msg	1	70	/ITEMHELP.MSG@11024	こぶしにはめて用いる防具ですが、同時に武器としての効果も期待できます。	
166	msg	1	40	/ITEMHELP.MSG@11096	暗黒の力を打ちくだく聖なるグローブです。	
167	msg	1	78	/ITEMHELP.MSG@11140	武をきわめた者は、このグローブの中に妖しくかがやく星を見出すと言われています。	
168	msg	1	60	/ITEMHELP.MSG@11220	木製のシールドです。防具としての効果はあまり期待できません。	
169	msg	1	72	/ITEMHELP.MSG@11284	戦闘用に作られたシールドで、あつかいやすさに重点がおかれているようです。	
170	msg	1	74	/ITEMHELP.MSG@11360	円形につくられたシールドです。敵の武器を受け流す守りに向いているようです。	
171	msg	1	50	/ITEMHELP.MSG@11436	魔をはらう性質をもつという銀を用いたシールドです。	
172	msg	1	42	/ITEMHELP.MSG@11488	全身を守るのにてきした大型のシールドです。	
173	msg	1	42	/ITEMHELP.MSG@11532	暗黒の力をよせつけない聖なるシールドです。	
174	msg	1	76	/ITEMHELP.MSG@11576	防具としての効果の高いシールドですが、同時に邪悪な気もやどっているようです。	
175	msg	1	76	/ITEMHELP.MSG@11656	魔にみいられたシールドです。魔法に対する力をほとんどうばいとってしまいます。	
176	msg	1	50	/ITEMHELP.MSG@11736	火に対しての守りを高めることのできるシールドです。	
177	msg	1	72	/ITEMHELP.MSG@11788	特に水に対しての守りを高めたいなら、このシールドを用いるといいでしょう。	
178	msg	1	46	/ITEMHELP.MSG@11864	雷に対して特にその効果をあらわすシールドです。	
179	msg	1	64	/ITEMHELP.MSG@11912	精神面にはたらきかけ霊的な攻撃に対して効果を発するシールドです。	
180	msg	1	95	/KEYHELP.MAT@68	（方向）　　　　　　　　　　　　　　　［１／７］\n　カーソルの移動、攻撃方向の指示に使用します。	
181	msg	1	299	/KEYHELP.MAT@164	（決定）　　　　　　　　　　　　　　　［２／７］\n　移動キャラクタの決定、行動の決定に使用します。\n　カーソルが次のポイントにあるときは、\n　特殊な動作をします。\n　　１）プレイヤーキャラクター上\n　　　　　－－－プレイヤーの行動指示\n　　２）モンスターキャラクター上\n　　　　　－－－モンスターの情報表示	
182	msg	1	145	/KEYHELP.MAT@464	（キャンセル）　　　　　　　　　　　　［３／７］\n　行動指示、情報表示のキャンセルをします。\n　何もしていなければ、システムメニューに\n　入ります。	
183	msg	2	215	/KEYHELP.MAT@612	（上視点切替）　　　　　　　　　　　　［４／７］\n　真上からの視点に切替えます。\n　画面内のキャラクターのＨＰ／ＭＰを表示します。\n（横視点切替）\n　横からの視点に切替えます。\n　グリットが表示され、地形が確認出来ます。	
184	msg	1	153	/KEYHELP.MAT@828	（順送り選択）　　　　　　　　　　　　［５／７］\n（逆送り選択）\n　未行動キャラクタにカーソルを自動で合せます。\n　押す度に次のキャラクタに切り替わります。	
185	msg	1	224	/KEYHELP.MAT@984	（水平視点切替）　　　　　　　　　　　［６／７］\n　水平方向からの視点に切替わります。\n　この視点では、バトルに関する操作は出来ません。\n　方向キー（左右）　－－　左右に回転します。\n　方向キー（上下）　－－　上下に移動します。	
186	msg	1	222	/KEYHELP.MAT@1212	（特殊機能）　　　　　　　　　　　　　［７／７］\n　他のキャラクタを追いかけたい場合に使用します。\n　未行動キャラクタにカーソルを合わせ、\n　特殊機能ボタンを押すと直前に移動した\n　キャラクタに最も近づくポイントへ移動します。	
187	msg	1	78	/KEYHELP.MAT@1467	h（方向）　　　　　　　　　　　　　　　［１／７］\n　キャラクタを移動させます。	
188	msg	1	110	/KEYHELP.MAT@1548	（決定）　　　　　　　　　　　　　　　［２／７］\n　メッセージ送りに使用します。\n　歩いている間は機能しません。	
189	msg	1	79	/KEYHELP.MAT@1660	（キャンセル）　　　　　　　　　　　　［３／７］\n　システムメニューに入ります。	
190	msg	1	112	/KEYHELP.MAT@1956	（順送り選択）　　　　　　　　　　　　［５／７］\n（逆送り選択）\n　仲間になっている他のメンバーとチェンジします。	
191	msg	1	77	/KEYHELP.MAT@2072	（水平視点切替）　　　　　　　　　　　［６／７］\n　ワールドでは使用しません。	
192	msg	1	135	/KEYHELP.MAT@2152	（特殊機能）　　　　　　　　　　　　　［７／７］\n　飛行モードに移ります。\n　シナリオで、アイテムを手に入れていないと\n　使用できません。	
193	msg	1	81	/KEYHELP.MAT@2310	\nпi方向）　　　　　　　　　　　　　　　［１／５］\n　コマンドの選択を行ないます。	
194	msg	1	79	/KEYHELP.MAT@2392	（決定）　　　　　　　　　　　　　　　［２／５］\n　コマンドの決定を行ないます。	
195	msg	1	106	/KEYHELP.MAT@2472	（キャンセル）　　　　　　　　　　　　［３／５］\n　メニューをぬけたり、キャンセルするために\n　使用します。	
196	msg	1	110	/KEYHELP.MAT@2580	（特殊機能）　　　　　　　　　　　　　［４／５］\n　アイテムメニュー中で、アイテムを\n　整理することができます。	
197	msg	2	48	/KEYHELP.MAT@2692	他のキーは使用しません。　　　　　　　［５／５］	
198	msg	1	154	/KEYHELP.MAT@2768	（方向）　　　　　　　　　　　　　　　［１／５］\n　移動方向を指示します。\n　　上　－－－前進します。\n　　左右－－－旋回します。\n　　下　－－－後進します。	
199	msg	1	102	/KEYHELP.MAT@2924	（決定）（Ａ）（Ｂ）（Ｃ）　　　　　　［２／５］\n　着地します。ただし、着地できない\n　場所があります。	
200	msg	1	97	/KEYHELP.MAT@3028	（水平視点切替）　　　　　　　　　　　［３／５］\n　画面左下の全体マップをオープンクローズします。	
201	msg	1	106	/KEYHELP.MAT@3128	（上視点切替）　　　　　　　　　　　　［４／５］\n（横視点切替）\n　バーチャル視点を３種類の中から選べます。	
202	msg	1	81	/LB10.ADV@44	敵の戦力は圧倒的です。\nくやしいでしょうが、北へ戦線を後退させるのが良策でしょう。	
203	msg	1	93	/LB2B.ADV@44	邪悪な野心家を止められるのはあなた方だけです。\nこの戦いがあなた方の旅に終止符をうつでしょう。	
204	msg	1	95	/MI00.ADV@48	西の方に深いジャングルが広がっています。\nあなた方がさがしている人物はそちらへ向かったようです。	
205	msg	1	66	/MI10.ADV@44	宝さがしも大切でしょうが、他にも見ておくべきものがあると思います。	
206	msg	1	58	/MI20.ADV@44	大陸へもどるためにも、船を占拠している敵を一掃しましょう。	
207	msg	1	73	/MI30.ADV@44	海賊退治が目的なら、迷う必要もないでしょう。\n目の前の敵をたたくのみです。	
208	msg	1	101	/MIDY.ADV@388	幽玄の森のある一点を中心に、悪しき気がひときわ強まっているようです。\n急いで行動を起こすべきでしょう。	
209	msg	1	77	/MN00.ADV@140	ここは、さびれた小さな村ですね。\n村の人の話に耳をかたむけてみてはどうですか？	
210	msg	1	83	/MO00.ADV@140	船乗りが多く集まる町ですね。\n酒場に行けば、何かおもしろい話が聞けるかもしれません。	
211	msg	1	103	/QB00.ADV@140	ナイトバードと連絡がとれないようですね。\nしばらく各地を回ってから、またもどってきてはいかがでしょうか？	
212	msg	1	111	/QH00.ADV@144	賢者に教えられた作動キーなら、東の道にあります。\nジャマな岩をこわすことができれば、そこへたどり着けるでしょう。	
213	msg	1	79	/QH00.ADV@256	城にいたる道が通じたようです。\n西の道から、さらにどうくつの奥を目指しましょう。	
214	msg	2	97	/QH00.ADV@336	もう、ここを通って城へ行く必要はないはずです。\nそれとも、城を任せている宰相に信頼がおけませんか？	
215	msg	1	91	/QH10.ADV@52	どうやらクモのようなモンスターが扉を守っているようです。\nまずは、この敵を倒すべきでしょう。	
216	msg	1	87	/QH10.ADV@144	扉を守っていたモンスターは倒したのでしょう？\n城へいたるまでの障害は、もうないようです。	
217	msg	1	72	/QH30.ADV@44	南へぬけた所にある町へ向かうなら、敵の包囲網を突破するしかないでしょう。	
218	msg	1	105	/QH3B.ADV@44	敵もナイトバードをさがしているようですね。\n彼とぶじに接触をとるためには、障害を取り除くしかないでしょう。	
219	msg	1	63	/QLND.ADV@64	クィーンズノーズを登り、\n雲海の賢者に助言をもとめるのでしょう？	
220	msg	2	106	/QLND.ADV@456	ゲンユウサイを追って、この国の東部にある幽玄の森へ向かうのでしょう？上空から森に降りる方法を考えましょう。	
221	msg	1	84	/QN10.ADV@44	まずは、雲海の賢者に会うことです。急な坂道ですが、ひたすら北へと登り進んでください。	
222	msg	1	52	/QP00.ADV@48	城の１階へ向かうなら、北の通路の奥に階段があります。	
