#번호	종류	자리수	예산	예시위치	JP	KO
10	msg	4	127	/DRGN.ADV@60	ナイトバードと連絡がとれないようですね。\nしばらく各地を回ってから、またクィーンズランド西部にある町を訪ねてはいかがでしょうか？	나이트버드와 연락이 닿지 않는 모양이군요.\n잠시 각지를 돌아본 뒤 다시 퀸즈랜드 서부의 마을을 찾아가 보면 어떨까요?
11	msg	4	99	/DRGN.ADV@188	あなた方の力になってくれる仲間が、まだどこかにいるはずです。\n世界各地を旅してみてはいかがでしょう？	여러분의 힘이 되어 줄 동료가 아직 어딘가에 있을 겁니다.\n세계 각지를 여행해 보면 어떨까요?
12	msg	4	96	/DRGN.ADV@288	クィーンズランド国の湖にうかぶ島に、城へもぐりこめるどうくつがあると教わったのではないのですか？	퀸즈랜드국의 호수에 뜬 섬에 성으로 숨어들 수 있는 동굴이 있다고 들은 것 아니었나요?
13	msg	1	106	/DRGN.ADV@388	ゲンユウサイを追って、ミディ国東部にある幽玄の森へ向かうのでしょう？上空から森に降りる方法を考えましょう。	겐유사이를 쫓아 미디국 동부의 유현의 숲으로 가는 거지요? 하늘에서 숲으로 내려갈 방법을 생각해 봅시다.
14	msg	4	94	/DRGN.ADV@496	討つべき敵は、カカルクランにいます。用件がすみしだい、水晶を使ってもどられた方がよいでしょう。	쓰러뜨릴 적은 카칼클랜에 있습니다. 볼일이 끝나면 수정을 써서 돌아가는 편이 좋을 겁니다.
15	msg	2	95	/DW00.ADV@44	たしかにあやしげな森です。\n冒険に関わらずとも、１度くらい様子を見ておくのもいいかも知れません。	확실히 수상한 숲입니다.\n모험과 관계없더라도 한 번쯤 둘러보는 것도 좋을지 모릅니다.
16	msg	2	85	/DW0B.ADV@44	この森から、邪悪な気の流出を感じます。\nどうやら、カカルクランとの接点があるようです。	이 숲에서 사악한 기운이 흘러나옵니다.\n아무래도 카칼클랜과 접점이 있는 듯합니다.
17	msg	6	88	/DZ00.ADV@44	こういったところでは、人の話に耳をかたむけたり、買い物をしたりして冒険に役立てましょう。	이런 곳에서는 사람들의 이야기에 귀를 기울이거나 물건을 사서 모험에 도움이 되게 합시다.
18	msg	4	62	/EC00.ADV@44	不意の敵襲ですが、落ちついて対処すれば切りぬけられるはずです。	적의 기습이지만 침착하게 대처하면 헤쳐 나갈 수 있을 겁니다.
19	msg	2	66	/GC00.ADV@48	仲間の行方も心配でしょうが、いまは先へ進むことだけを考えましょう。	동료의 행방도 걱정되겠지만 지금은 앞으로 나아갈 것만 생각합시다.
20	msg	2	115	/GC00.ADV@116	たとえ少しの間とは言え、ともに旅をした仲間と戦うのはつらいことでしょう。\nでも、先へ進むには彼を倒すしかありません。	비록 잠시였지만 함께 여행한 동료와 싸우는 건 괴로운 일이겠지요.\n하지만 나아가려면 그를 쓰러뜨릴 수밖에 없습니다.
21	msg	1	97	/GC2B.ADV@44	あなたの進むべき道は、母の幻が示してくれます。\nあなたをおしつぶそうとする闇をおそれないで・・・。	당신이 나아갈 길은 어머니의 환영이 알려 줄 겁니다.\n당신을 짓누르려는 어둠을 두려워하지 마세요….
22	msg	1	91	/GC30.ADV@44	ゲンユウサイのもとへたどり着くための、最後の難関です。\n彼らを倒せば、道は開かれるでしょう。	겐유사이에게 다다르기 위한 마지막 난관입니다.\n그들을 쓰러뜨리면 길이 열릴 겁니다.
23	msg	1	117	/GC70.ADV@44	あなた方が追い求めてきた宿敵との戦いです。\n冥王ゲンユウサイをほろぼさぬかぎり、ここから出ることはかなわないでしょう。	여러분이 쫓아온 숙적과의 싸움입니다.\n명왕 겐유사이를 멸하지 않는 한 여기서 나갈 수는 없을 겁니다.
24	msg	1	76	/GC80.ADV@44	後ろをかえりみる余裕などないはず。生き残りたくば、ひたすら南へ逃げるのです。	뒤돌아볼 여유 따윈 없을 겁니다. 살고 싶다면 오로지 남쪽으로 도망치세요.
25	msg	1	52	/ITEMHELP.MSG@1008	どなたかお一人のＨＰを５００回復することができます。	누군가 한 명의 ＨＰ를 500 회복할 수 있습니다.
26	msg	1	52	/ITEMHELP.MSG@1064	どなたかお一人のＨＰを完全に回復することができます。	누군가 한 명의 ＨＰ를 완전히 회복할 수 있습니다.
27	msg	1	50	/ITEMHELP.MSG@1120	どなたかお一人のＭＰを５０回復することができます。	누군가 한 명의 ＭＰ를 50 회복할 수 있습니다.
28	msg	1	52	/ITEMHELP.MSG@1172	どなたかお一人のＭＰを２００回復することができます。	누군가 한 명의 ＭＰ를 200 회복할 수 있습니다.
29	msg	1	52	/ITEMHELP.MSG@1228	どなたかお一人のＭＰを５００回復することができます。	누군가 한 명의 ＭＰ를 500 회복할 수 있습니다.
30	msg	1	72	/ITEMHELP.MSG@1284	どなたかお一人のＨＰとＭＰを最大値の半分の量だけ回復することができます。	누군가 한 명의 ＨＰ와 ＭＰ를 최대치의 절반만큼 회복할 수 있습니다.
31	msg	1	58	/ITEMHELP.MSG@1360	どなたかお一人のＨＰとＭＰを完全に回復することができます。	누군가 한 명의 ＨＰ와 ＭＰ를 완전히 회복할 수 있습니다.
32	msg	1	56	/ITEMHELP.MSG@1420	どなたかお一人のステータス異常を回復することができます。	누군가 한 명의 상태 이상을 회복할 수 있습니다.
33	msg	1	84	/ITEMHELP.MSG@1480	戦闘時に使用できる爆弾です。投げられる範囲とダメージを与えられる範囲は小さい方です。	전투 때 쓰는 폭탄입니다. 던질 수 있는 범위와 피해를 주는 범위는 작은 편입니다.
34	msg	1	84	/ITEMHELP.MSG@1568	戦闘時に使用できる爆弾です。投げられる範囲とダメージを与えられる範囲は中くらいです。	전투 때 쓰는 폭탄입니다. 던질 수 있는 범위와 피해를 주는 범위는 중간 정도입니다.
35	msg	1	88	/ITEMHELP.MSG@1656	戦闘時に使用できる爆弾です。投げられる範囲とダメージを与えられる範囲は最も優れています。	전투 때 쓰는 폭탄입니다. 던질 수 있는 범위와 피해를 주는 범위가 가장 뛰어납니다.
36	msg	1	96	/ITEMHELP.MSG@1748	このアイテムは呪われているようです。早く手ばなさないと、必ずやあなた方に災いをもたらすでしょう。	이 아이템은 저주받은 듯합니다. 빨리 처분하지 않으면 반드시 여러분에게 재앙을 가져올 겁니다.
37	msg	1	82	/ITEMHELP.MSG@1848	いまのあなた方に必要なアイテムとは思えません。お金にかえてしまうのがいいでしょう。	지금 여러분에게 필요한 아이템으로 보이지 않습니다. 돈으로 바꾸는 편이 좋겠지요.
38	msg	1	88	/ITEMHELP.MSG@1932	あなた方には必要ないでしょう。お店の方なら、このアイテムの価値を見定めてくれるでしょう。	여러분에겐 필요 없겠지요. 가게 주인이라면 이 아이템의 가치를 알아봐 줄 겁니다.
39	msg	1	92	/ITEMHELP.MSG@2024	高価な宝石ですが、いまのあなた方には特に必要ないでしょう。お店の方に見せてみてはどうですか。	비싼 보석이지만 지금 여러분에겐 딱히 필요 없겠지요. 가게 주인에게 보여 주면 어떨까요.
40	msg	1	78	/ITEMHELP.MSG@2120	東方でしか見られない、めずらしい宝石です。お店の方に見せてみるといいでしょう。	동방에서만 볼 수 있는 진귀한 보석입니다. 가게 주인에게 보여 주면 좋을 겁니다.
41	msg	1	78	/ITEMHELP.MSG@2208	これを身につけていると戦闘中にあなたのそばに敵がよりつかなくなることでしょう。	이것을 지니고 있으면 전투 중에 당신 곁으로 적이 다가오지 않게 될 겁니다.
42	msg	1	70	/ITEMHELP.MSG@2296	お守りの一種です。これを身につけていると会心の一撃がでやすくなります。	부적의 일종입니다. 이것을 지니고 있으면 회심의 일격이 잘 나옵니다.
43	msg	1	76	/ITEMHELP.MSG@2368	お守りの一種です。これを身につけていると会心の一撃がとてもでやすくなります。	부적의 일종입니다. 이것을 지니고 있으면 회심의 일격이 아주 잘 나옵니다.
44	msg	1	78	/ITEMHELP.MSG@2448	お守りの一種です。これを身につけている方に幸運をもたらしてくれることでしょう。	부적의 일종입니다. 이것을 지닌 사람에게 행운을 가져다줄 겁니다.
45	msg	1	72	/ITEMHELP.MSG@2528	これを身につけていると風のようなすばやさで動き回ることができるでしょう。	이것을 지니고 있으면 바람처럼 재빠르게 돌아다닐 수 있을 겁니다.
46	msg	1	70	/ITEMHELP.MSG@2604	これを身につけていると光のようにすばやく動き回ることができるでしょう。	이것을 지니고 있으면 빛처럼 재빠르게 돌아다닐 수 있을 겁니다.
47	msg	1	84	/ITEMHELP.MSG@2676	これを身につけることで一度により多くの動作をおこなうことができるようになるでしょう。	이것을 지니면 한 번에 더 많은 동작을 할 수 있게 될 겁니다.
48	msg	1	74	/ITEMHELP.MSG@2764	これを身につけていればその方の行動力を一気に増大させてくれることでしょう。	이것을 지니고 있으면 그 사람의 행동력을 단숨에 크게 늘려 줄 겁니다.
49	msg	1	64	/ITEMHELP.MSG@2840	指にはめることで魔法を受けたときのダメージをやわらげてくれます。	손가락에 끼면 마법을 받았을 때의 피해를 줄여 줍니다.
50	msg	1	98	/ITEMHELP.MSG@2908	邪悪な魔法から身を守るのに絶大な効果を発揮するユビワです。ただし、身につけていなければなりません。	사악한 마법으로부터 몸을 지키는 데 절대적인 효과를 발휘하는 반지입니다. 단, 착용하고 있어야 합니다.
51	msg	1	78	/ITEMHELP.MSG@3012	これを身につけていると坂道をものともせずに進むことができるようになるでしょう。	이것을 지니고 있으면 비탈길도 아랑곳없이 나아갈 수 있게 될 겁니다.
52	msg	1	84	/ITEMHELP.MSG@3092	あなたの力を強める武具です。敵により多くのダメージをあたえられるようになるでしょう。	당신의 힘을 강하게 하는 무구입니다. 적에게 더 많은 피해를 줄 수 있게 될 겁니다.
53	msg	1	74	/ITEMHELP.MSG@3180	あなたの内に秘められた力を引き出すアイテムです。力強さがますことでしょう。	당신 안에 숨은 힘을 끌어내는 아이템입니다. 힘이 더 세질 겁니다.
54	msg	1	78	/ITEMHELP.MSG@3256	うでにはめる武具です。敵から受けるダメージを少しやわらげてくれることでしょう。	팔에 끼는 무구입니다. 적에게 받는 피해를 조금 줄여 줄 겁니다.
55	msg	1	70	/ITEMHELP.MSG@3336	風の精霊がやどる腕輪です。敵からのダメージをやわらげてくれるでしょう。	바람의 정령이 깃든 팔찌입니다. 적의 공격에 의한 피해를 줄여 줄 겁니다.
56	msg	1	84	/ITEMHELP.MSG@3408	これを身につけることで戦闘中に眠らされたり、仲間を裏切ったりすることがなくなります。	이것을 지니면 전투 중에 잠들거나 동료를 배신하는 일이 없어집니다.
57	msg	1	86	/ITEMHELP.MSG@3496	身につけることで、その方だけは戦闘中に混乱をきたしたり、物おじすることがなくなります。	지니고 있으면 그 사람만큼은 전투 중에 혼란에 빠지거나 겁먹는 일이 없어집니다.
58	msg	1	60	/ITEMHELP.MSG@3584	これを身につけると精神に効果のある魔法を受けにくくなります。	이것을 지니면 정신에 작용하는 마법에 잘 걸리지 않게 됩니다.
59	msg	1	44	/ITEMHELP.MSG@3648	火の魔法に対する守りをかためるアイテムです。	불 마법에 대한 방어를 굳히는 아이템입니다.
60	msg	1	32	/ITEMHELP.MSG@3720	クィーンズランド城の牢獄の鍵よ。	퀸즈랜드성 감옥의 열쇠야.
61	msg	1	48	/ITEMHELP.MSG@3788	クィーンズランド城の２Ｆへ上がるのに必要な鍵よ。	퀸즈랜드성 2층으로 올라가는 데 필요한 열쇠야.
62	msg	1	36	/ITEMHELP.MSG@3840	ドラグーン城の地下で手に入れた鍵よ。	드래군성 지하에서 얻은 열쇠야.
63	msg	1	88	/ITEMHELP.MSG@3880	いま、あなたがご覧になっている本です。私自身に関してのコメントは控えさせていただきます。	지금 당신이 보고 있는 책입니다. 저 자신에 관한 언급은 삼가도록 하겠습니다.
64	msg	1	42	/ITEMHELP.MSG@3988	神が天地創造のときに用いたと言われる水よ。	신이 천지를 창조할 때 썼다고 하는 물이야.
65	msg	1	42	/ITEMHELP.MSG@4032	竜殺しっていうの？　でもただのお酒でしょ？	용살자라고? 그래 봤자 그냥 술이잖아?
66	msg	1	34	/ITEMHELP.MSG@4076	サモサ島の各地で手に入れた宝物よ。	사모사섬 곳곳에서 얻은 보물이야.
67	msg	1	98	/ITEMHELP.MSG@4112	村娘がくれたお守りですね。不思議な守りの力を感じます。持っていれば、きっと良いコトがあるでしょう。	마을 처녀가 준 부적이군요. 신비한 수호의 힘이 느껴집니다. 지니고 있으면 분명 좋은 일이 있을 겁니다.
68	msg	1	42	/ITEMHELP.MSG@4212	何かの神像でしょ？何の神様かは知らないわ。	무슨 신상이지? 무슨 신인지는 모르겠어.
69	msg	1	28	/ITEMHELP.MSG@4256	何か強い力を感じるけど・・・	뭔가 강한 힘이 느껴지는데…
70	msg	1	26	/ITEMHELP.MSG@4288	ロクセリオが使う端末？？？	로크세리오가 쓰는 단말???
71	msg	2	52	/ITEMHELP.MSG@4316	クィーンズランド・パレスで見つけたカギのようですね。	퀸즈랜드 궁전에서 찾은 열쇠인 듯하군요.
72	msg	1	92	/ITEMHELP.MSG@4428	ホワイトウィングを呼びよせることができます。なるべく見晴らしのいい場所で用いるべきでしょう。	화이트윙을 불러올 수 있습니다. 되도록 탁 트인 곳에서 써야 할 겁니다.
73	msg	1	66	/ITEMHELP.MSG@4628	一般的に使われている剣です。これといって目立った特性はありません。	흔히 쓰이는 검입니다. 이렇다 할 특성은 없습니다.
74	msg	1	78	/ITEMHELP.MSG@4696	実戦用にきたえた剣です。戦闘でうまく使いこなせば大きな効果をもたらすでしょう。	실전용으로 단련한 검입니다. 전투에서 잘 다루면 큰 효과를 가져올 겁니다.
75	msg	1	88	/ITEMHELP.MSG@4776	聖戦士がもつ剣に似せて作られているようです。全てはあつかう者の技量しだいということです。	성전사의 검을 본떠 만든 듯합니다. 모든 것은 다루는 사람의 솜씨에 달렸다는 뜻이지요.
76	msg	1	58	/ITEMHELP.MSG@4868	たいへん大きな剣です。使いこなすには苦労することでしょう。	무척 큰 검입니다. 다루려면 고생 좀 할 겁니다.
77	msg	1	70	/ITEMHELP.MSG@4928	たぐいまれな才能をもつ者にのみ、その所有がゆるされると言われる剣です。	보기 드문 재능을 지닌 사람만이 소유할 수 있다고 전해지는 검입니다.
78	msg	1	68	/ITEMHELP.MSG@5000	軽量化をはかられた剣です。戦闘での効果はあまり期待できないでしょう。	무게를 줄인 검입니다. 전투에서의 효과는 그다지 기대할 수 없을 겁니다.
79	msg	1	74	/ITEMHELP.MSG@5072	その名のとおり所有者の運を高める剣です。武器としての効果もじゅうぶんです。	이름 그대로 소유자의 운을 높여 주는 검입니다. 무기로서의 효과도 충분합니다.
80	msg	1	84	/ITEMHELP.MSG@5148	ワーム（虫）に対して特に効果のある剣です。ふだんの武器とするのは、かんがえものです。	웜(벌레)에게 특히 효과가 있는 검입니다. 평소 무기로 쓰기엔 생각해 볼 일입니다.
81	msg	1	90	/ITEMHELP.MSG@5236	竜のウロコを斬りさくためにきたえられた特別な剣です。ふだんの武器としても申し分ありません。	용의 비늘을 베기 위해 단련한 특별한 검입니다. 평소 무기로도 나무랄 데가 없습니다.
82	msg	1	76	/ITEMHELP.MSG@5328	使用する者の命をすいとると言われるおそろしい剣です。霊的な力を秘めています。	사용하는 자의 목숨을 빨아들인다는 무서운 검입니다. 영적인 힘을 품고 있습니다.
83	msg	1	74	/ITEMHELP.MSG@5408	使う者の動作をにぶらせてしまいますが、暗黒の力できたえられた強力な剣です。	쓰는 자의 동작을 둔하게 만들지만 암흑의 힘으로 단련한 강력한 검입니다.
84	msg	1	36	/ITEMHELP.MSG@5496	忍者が使用するのに向いている刀です。	닌자가 쓰기에 알맞은 칼입니다.
85	msg	1	32	/ITEMHELP.MSG@5536	備前長船の作と言われる名刀です。	비젠 오사후네가 만든 명도입니다.
86	msg	1	56	/ITEMHELP.MSG@5572	細身で斬れ味するどく、あつかいやすい刀と言えるでしょう。	가늘고 날이 예리해 다루기 쉬운 칼이라 할 수 있습니다.
87	msg	1	38	/ITEMHELP.MSG@5632	人斬り包丁と呼ぶにふさわしい妖刀です。	사람 베는 칼이라 할 만한 요도입니다.
88	msg	1	52	/ITEMHELP.MSG@5672	古来より、こぞって人々がもとめたと言われる名刀です。	예로부터 사람들이 앞다투어 탐냈다는 명검입니다.
89	msg	1	74	/ITEMHELP.MSG@5728	神聖な光を刀身からはなつ刀です。所有者に幸運をもたらすとも言われています。	칼날에서 신성한 빛을 내뿜는 칼입니다. 소유자에게 행운을 준다고도 합니다.
90	msg	1	36	/ITEMHELP.MSG@5804	雷のごとき一撃を敵にあたえる刀です。	벼락 같은 일격을 가하는 칼입니다.
91	msg	1	78	/ITEMHELP.MSG@5844	この刀によっておわされたキズは、その者を眠りの中にさそいこむと言われています。	이 칼에 입은 상처는 그 사람을 잠 속으로 끌어들인다고 합니다.
92	msg	1	64	/ITEMHELP.MSG@5924	霊的な力を秘めた刀で、武器としては申し分ない効果が期待できます。	영적인 힘을 품은 칼로, 무기로서 나무랄 데 없습니다.
93	msg	1	84	/ITEMHELP.MSG@5992	内に秘めた暗黒の力がもつ者の行動をにぶらせますが、斬れ味のするどさは見すごせません。	품은 암흑의 힘이 행동을 둔하게 하지만 날카로운 칼날은 무시할 수 없습니다.
94	msg	1	82	/ITEMHELP.MSG@6080	強力な刀ですが、手にする者におりたつ魔により正常な判断をうしなってしまうでしょう。	강력한 칼이지만 손에 든 자에게 내린 마에 의해 올바른 판단을 잃어버릴 겁니다.
95	msg	1	32	/ITEMHELP.MSG@6176	一般的に使われる戦闘用の槍です。	흔히 쓰이는 전투용 창입니다.
96	msg	1	52	/ITEMHELP.MSG@6212	柄に妖精グランガランのレリーフがほどこされた槍です。	자루에 요정 그랑가랑의 부조가 새겨진 창입니다.
97	msg	1	84	/ITEMHELP.MSG@6268	長さと多彩な攻撃方法をほこる槍です。うまくあつかえば坂道を進むのも楽になるでしょう。	길이와 다채로운 공격법을 자랑하는 창입니다. 잘 다루면 비탈길도 쉽게 오를 겁니다.
98	msg	1	66	/ITEMHELP.MSG@6356	三又の槍です。リーチをいかせる戦場では、絶大な効果が期待できます。	삼지창입니다. 리치를 살리는 전장에선 큰 효과가 기대됩니다.
99	msg	1	74	/ITEMHELP.MSG@6424	めずらしい形状をした槍ですが、うまく使えば坂道を進む手助けともなり得ます。	진귀한 모양의 창이지만 잘 쓰면 비탈길을 오르는 데 도움이 될 수도 있습니다.
100	msg	1	80	/ITEMHELP.MSG@6500	神聖な力につつまれた槍です。敵の魔法から受けるダメージをやわらげる力もあります。	신성한 힘에 휩싸인 창입니다. 적의 마법에 의한 피해를 줄여 주는 힘도 있습니다.
101	msg	1	50	/ITEMHELP.MSG@6584	あつかいやすさと力強さをかねそなえた聖なる槍です。	다루기 쉬움과 힘을 겸비한 성스러운 창입니다.
102	msg	1	82	/ITEMHELP.MSG@6636	手にする者を不幸におとしいれる槍ですが、その力強さにひかれる者も少なくありません。	손에 든 자를 불행에 빠뜨리는 창이지만 그 힘에 끌리는 자도 적지 않습니다.
103	msg	1	80	/ITEMHELP.MSG@6720	悪魔がもたらした槍と言われています。手にするには相当の覚悟を強いられるでしょう。	악마가 가져왔다고 하는 창입니다. 손에 들려면 상당한 각오가 필요할 겁니다.
104	msg	1	58	/ITEMHELP.MSG@6816	石づくりのハンマーです。効果はあまり期待できないでしょう。	돌로 만든 해머입니다. 효과는 그다지 기대할 수 없을 겁니다.
105	msg	1	66	/ITEMHELP.MSG@6876	戦闘用にしつらえられたハンマーです。そこそこの効果は期待できます。	전투용으로 만든 해머입니다. 그런대로 효과를 기대할 수 있습니다.
106	msg	1	88	/ITEMHELP.MSG@6944	鉄でつくられたハンマーです。使いこなすことができれば、それなりの効果は得られるでしょう。	쇠로 만든 해머입니다. 잘 다룰 수 있다면 그만한 효과를 얻을 수 있을 겁니다.
107	msg	1	82	/ITEMHELP.MSG@7036	ふだんの武器としても申し分ありませんが、特に虫に対して効果をあらわすハンマーです。	평소 무기로도 나무랄 데 없지만 특히 벌레에게 효과를 보이는 해머입니다.
108	msg	1	72	/ITEMHELP.MSG@7120	がっしりとしたハンマーですが、見た目に反して大変あつかいやすいようです。	육중한 해머지만 겉보기와 달리 아주 다루기 쉬운 듯합니다.
109	msg	1	84	/ITEMHELP.MSG@7196	ハンマーの中では他にならぶもののない力をもっています。霊的な効果も期待できそうです。	해머 중에서는 따를 것이 없는 힘을 지녔습니다. 영적인 효과도 기대할 수 있을 듯합니다.
110	msg	1	72	/ITEMHELP.MSG@7284	敵を混乱におとしいれる魔法を先端部にほどこした、めずらしいハンマーです。	적을 혼란에 빠뜨리는 마법을 끝부분에 걸어 둔 진귀한 해머입니다.
111	msg	1	54	/ITEMHELP.MSG@7372	ごく一般的な弓です。効果はあまり期待できないでしょう。	아주 흔한 활입니다. 효과는 별로 기대할 수 없을 겁니다.
112	msg	1	76	/ITEMHELP.MSG@7428	レバーを引いて矢を打ち出す変わった弓です。ふつうの弓より威力はあるようです。	레버를 당겨 화살을 쏘는 특이한 활입니다. 보통 활보다 위력이 있는 듯합니다.
113	msg	1	86	/ITEMHELP.MSG@7508	猛獣ガジェルのひげを弦に用いためずらしい弓です。霊的な攻撃力を内に秘めているようです。	맹수 가젤의 수염을 시위로 쓴 진귀한 활입니다. 영적인 공격력을 품고 있는 듯합니다.
114	msg	1	68	/ITEMHELP.MSG@7596	古代ソリトン戦役においてはじめて投入された、弓兵用の強力な長弓です。	고대 솔리톤 전쟁에서 처음 투입된 궁병용 강력한 장궁입니다.
115	msg	1	70	/ITEMHELP.MSG@7668	この弓から打ち出される矢は、時として敵を一撃でしとめる効果を発します。	이 활에서 쏜 화살은 때때로 적을 일격에 쓰러뜨리는 효과를 냅니다.
116	msg	1	54	/ITEMHELP.MSG@7740	つがえた矢に霊的な力をあたえるといわれる特殊な弓です。	메긴 화살에 영적인 힘을 준다고 하는 특수한 활입니다.
117	msg	1	78	/ITEMHELP.MSG@7796	ルーンと呼ばれる特殊な言語がきざまれた矢を用いる弓です。霊的な効果を発します。	룬이라는 특수한 언어가 새겨진 화살을 쓰는 활입니다. 영적인 효과를 냅니다.
118	msg	1	82	/ITEMHELP.MSG@7876	この弓から打ち出された矢は、ときとして相手に心地よい眠りをもたらすことがあります。	이 활에서 쏜 화살은 때때로 상대를 기분 좋은 잠에 빠뜨립니다.
119	msg	1	84	/ITEMHELP.MSG@7960	この弓からはなたれた矢を受けた者は、射手にその心をうばわれてしまうと言われています。	이 활에서 쏜 화살을 맞은 자는 사수에게 마음을 빼앗기고 만다고 합니다.
120	msg	1	76	/ITEMHELP.MSG@8048	聖なる光につつまれた矢で、闇を射ちくだく力があると言われるめずらしい弓です。	성스러운 빛에 휩싸인 화살로 어둠을 꿰뚫는 힘이 있다고 하는 진귀한 활입니다.
121	msg	1	66	/ITEMHELP.MSG@8128	この弓は、射る者の視界をおおう暗黒の力がほどこされているようです。	이 활에는 쏘는 자의 시야를 가리는 암흑의 힘이 걸려 있는 듯합니다.
122	msg	1	62	/ITEMHELP.MSG@8196	高い確率で射手みずからの命を奪い取ってしまうおそろしい弓です。	높은 확률로 사수 자신의 목숨을 앗아 가는 무서운 활입니다.
123	msg	1	78	/ITEMHELP.MSG@8292	その名のとおりカミをとめておくアクセサリーです。女性の方のみご使用になれます。	이름 그대로 머리를 고정하는 액세서리입니다. 여성만 사용할 수 있습니다.
124	msg	1	88	/ITEMHELP.MSG@8372	タオの導師が集中力を高めるためにひたいにまいたバンドです。女性の方のみご使用になれます。	타오의 도사가 집중력을 높이기 위해 이마에 둘렀던 밴드입니다. 여성만 사용할 수 있습니다.
125	msg	1	86	/ITEMHELP.MSG@8464	頭にかぶることで暗黒の力から身を守るはたらきを強めます。女性の方のみご使用になれます。	머리에 쓰면 암흑의 힘으로부터 몸을 지켜 줍니다. 여성만 사용할 수 있습니다.
126	msg	1	88	/ITEMHELP.MSG@8552	霊的な力で身を守り知性を高めるはたらきをもつかんむりです。女性の方のみご使用になれます。	영적인 힘으로 몸을 지키고 지성을 높이는 작용을 하는 관입니다. 여성만 사용할 수 있습니다.
127	msg	1	62	/ITEMHELP.MSG@8644	ごく一般的な帽子です。防具としての効果は期待できないでしょう。	아주 흔한 모자입니다. 방어구로서의 효과는 기대하기 어렵습니다.
128	msg	1	78	/ITEMHELP.MSG@8708	魔法をお使いになる方のための帽子です。風の精霊があなたを守ってくれるでしょう。	마법을 쓰는 분을 위한 모자입니다. 바람의 정령이 당신을 지켜 줄 겁니다.
129	msg	1	76	/ITEMHELP.MSG@8788	魔法をお使いになる方の能力を引き出すために、ガーラン糸でおりこんだ帽子です。	마법을 쓰는 분의 능력을 끌어내기 위해 가란실로 짠 모자입니다.
130	msg	1	82	/ITEMHELP.MSG@8868	魔法使いのための帽子です。魔法に対する術者の集中力を高めるはたらきがあるようです。	마법사를 위한 모자입니다. 마법에 대한 술자의 집중력을 높이는 작용이 있는 듯합니다.
131	msg	1	78	/ITEMHELP.MSG@8952	知性を高めるはたらきをもつ帽子ですが、魔法使いの方以外にはお使いになれません。	지성을 높이는 작용을 하는 모자지만 마법사 외에는 쓸 수 없습니다.
132	msg	1	42	/ITEMHELP.MSG@9032	戦士がかぶる、ごく一般的なヘルメットです。	전사가 쓰는 아주 흔한 헬멧입니다.
133	msg	1	44	/ITEMHELP.MSG@9076	トラキア式と呼ばれる戦士用のヘルメットです。	트라키아식이라 불리는 전사용 헬멧입니다.
134	msg	1	58	/ITEMHELP.MSG@9124	動きやすさに重点をおいてつくられた戦士用のヘルメットです。	움직이기 편한 데 중점을 두고 만든 전사용 헬멧입니다.
135	msg	1	52	/ITEMHELP.MSG@9184	ガリア戦記にてレブロウ軍兵士が用いたヘルメットです。	갈리아 전기에서 레브로우군 병사가 썼던 헬멧입니다.
