#번호	종류	자리수	예산	예시위치	JP	KO
288	ui	1	12	/1_SRPG.BIN@518648	　　決定　　	결정
289	ui	1	12	/1_SRPG.BIN@518664	 キャンセル 	취소
290	ui	1	12	/1_SRPG.BIN@518680	 順送り選択 	다음　선택
291	ui	1	12	/1_SRPG.BIN@518696	 逆送り選択 	이전　선택
292	ui	1	12	/1_SRPG.BIN@518712	 上視点切替 	위시점전환
293	ui	1	12	/1_SRPG.BIN@518728	 横視点切替 	옆시점전환
294	ui	1	12	/1_SRPG.BIN@518744	水平視点切替	수평시점전환
295	ui	1	12	/1_SRPG.BIN@518760	　特殊機能　	특수기능
296	ui	1	12	/1_SRPG.BIN@518776	　デバッグ　	디버그
297	ui	1	6	/1_SRPG.BIN@518792	ＯＦＦ	
298	ui	1	4	/1_SRPG.BIN@518800	ＯＮ	
299	ui	1	4	/1_SRPG.BIN@518812	遅い	느림
300	ui	1	4	/1_SRPG.BIN@518820	普通	보통
301	ui	1	4	/1_SRPG.BIN@518828	速い	빠름
302	ui	1	4	/1_SRPG.BIN@518836	最速	최속
303	ui	1	8	/1_SRPG.BIN@518844	モノラル	모노
304	ui	1	8	/1_SRPG.BIN@518856	ステレオ	스테레오
305	ui	1	15	/1_SRPG.BIN@518868	　 ＯＦＦ <＞> 	
306	ui	1	15	/1_SRPG.BIN@518884	 <＜>　ＯＮ　　	
307	ui	1	28	/1_SRPG.BIN@518900	<＜>操作説明（バトル中）<＞>	<＜>조작설명（전투　중）<＞>
308	ui	1	30	/1_SRPG.BIN@518932	<＜>操作説明（ワールド中）<＞>	<＜>조작설명（월드맵）<＞>
309	ui	1	30	/1_SRPG.BIN@518964	<＜>操作説明（メニュー中）<＞>	<＜>조작설명（메뉴）<＞>
310	ui	1	26	/1_SRPG.BIN@518996	<＜>操作説明（飛行中）<＞>	<＜>조작설명（비행중）<＞>
311	ui	1	3	/1_SRPG.BIN@519023	紿P	
312	ui	1	8	/1_SRPG.BIN@519056	名前変更	이름변경
313	ui	2	8	/1_SRPG.BIN@519096	個人情報	개인정보
314	ui	2	10	/1_SRPG.BIN@519108	キャラ一覧	캐릭터목록
315	ui	2	8	/1_SRPG.BIN@519120	人物紹介	인물소개
316	ui	1	4	/1_SRPG.BIN@519132	相談	상담
317	ui	1	6	/1_SRPG.BIN@519160	ロード	로드
318	ui	3	6	/1_SRPG.BIN@519168	所持金	소지금
319	ui	2	10	/1_SRPG.BIN@519176	全体マップ	전체　지도
320	ui	1	16	/1_SRPG.BIN@519188	敵があらわれた！	적이　나타났다!
321	ui	1	160	/1_SRPG.BIN@519208	クィーンズランド女王国の王子です。\n男子であったことから宮廷では不遇を受けたようですが、いまでは立派な救国の戦士として成長しました。\n決断力の弱さが気になります。	퀸즈랜드 여왕국의 왕자입니다.\n남자라서 궁정에서 푸대접을 받았다고 하지만, 지금은 훌륭한 구국의 전사로 자랐습니다.\n결단력이 약한 점이 걱정입니다.
322	ui	1	141	/1_SRPG.BIN@519372	東方よりゲンユウサイとともに、この地におもむいてきた忍者戦士です。\n戦士としての能力もさることながら、式神をあやつる特殊な能力をもっています。	동방에서 겐유사이와 함께 이 땅에 온 닌자 전사입니다.\n전사로서의 능력은 물론, 식신을 부리는 특수한 능력을 지녔습니다.
323	ui	1	145	/1_SRPG.BIN@519516	クィーンズランドの宮廷に仕えていた僧侶で国を追われた王子とともに、ゲンユウサイをたおす旅をつづけています。\nさまざまな魔法が使いこなせるようです。	퀸즈랜드 궁정을 섬기던 승려로, 나라에서 쫓겨난 왕자와 함께 겐유사이를 쓰러뜨릴 여행을 하고 있습니다.\n여러 가지 마법을 능숙하게 다루는 듯합니다.
324	ui	1	170	/1_SRPG.BIN@519664	もと軍人としてクィーンズランド宮廷に仕え退役後は王子の教育係をつとめていました。\n王子の成長を願う心で彼に勝る者はいないでしょう。\n弓の技術はいまだ衰えを知らないようです。	군인으로서 퀸즈랜드 궁정을 섬기다 퇴역 후 왕자의 교육을 맡아 왔습니다.\n왕자의 성장을 바라는 마음은 누구에게도 지지 않을 것입니다.\n활 솜씨는 아직도 녹슬지 않은 듯합니다.
325	ui	1	167	/1_SRPG.BIN@519840	シシの頭をもつ獣人の戦士です。王子の旅に同行していますが、その目的・正体ともに明らかではありません。\n戦場では、前衛に立てる大きな戦力として、みなの信頼を集めています。	사자 머리를 한 수인 전사입니다. 왕자의 여행에 동행하지만 그 목적도 정체도 밝혀지지 않았습니다.\n전장에서는 전위에 설 수 있는 큰 전력으로 모두의 신뢰를 얻고 있습니다.
